country,order_value_eur,cost,date,category,customer_name,sales_manager,sales_rep,device_type,order_id,profit,profit_margin,year,month,weekday
Portugal,113781.45,91104.81,2019-08-10,Books,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Pc,44-5240815,22676.64,19.9299973765495,2019,8,Saturday
France,111462.88,94130.4,2020-03-09,Outdoors,Romaguera-Dietrich,Othello Bowes,Avrit Chanders,Tablet,70-9378988,17332.48,15.5500019378648,2020,3,Monday
Uk,34748.75,27475.84,2020-09-27,Smartphones,Wiza And Sons,Jessamine Apark,Genevra Charrisson,Tablet,84-9385946,7272.91,20.9299902874204,2020,9,Sunday
Uk,137306.45,108732.98,2020-04-09,Books,Gislason-Stanton,Jessamine Apark,Winny Agnolo,Pc,00-1210718,28573.47,20.8099983649712,2020,4,Thursday
Portugal,148212.23,123030.97,2019-10-09,Clothing,Corwin And Sons,Celine Tumasian,Brynn Dempster,Pc,92-7917751,25181.26,16.9900014324054,2019,10,Wednesday
Portugal,159057.92,139923.25,2020-10-24,Smartphones,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,91-3344544,19134.67,12.0300013982328,2020,10,Saturday
Sweden,146226.36,117916.94,2020-10-18,Smartphones,"Farrell, Swaniawski And Crist",Maxie Marrow,Alyosha Meah,Pc,28-1840061,28309.4199999999,19.3599977459604,2020,10,Sunday
Portugal,201537.12,166127.05,2020-10-06,Outdoors,Connelly-Mohr,Celine Tumasian,Brynn Dempster,Pc,20-7532198,35410.07,17.5699990155659,2020,10,Tuesday
Portugal,242192.19,213104.91,2019-02-07,Accessories,"Schowalter, Lesch And Beahan",Celine Tumasian,Smitty Culverhouse,Pc,96-7618409,29087.28,12.0099991663645,2019,2,Thursday
Luxembourg,172397.66,139986.9,2019-01-27,Clothing,Johns And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,47-8186791,32410.76,18.7999999535956,2019,1,Sunday
Belgium,152370.57,128478.86,2019-11-20,Games,"Swaniawski, Runolfsson And Green",Lambert Norheny,Collin Mackness,Pc,61-8262308,23891.71,15.6800030347067,2019,11,Wednesday
Portugal,137419.3,117658.4,2020-05-15,Games,Hane Inc,Celine Tumasian,Smitty Culverhouse,Mobile,39-1945268,19760.8999999999,14.3800033910811,2020,5,Friday
France,67594.1,54920.21,2019-09-26,Other,"Rowe, Hermiston And Kessler",Othello Bowes,Amelina Piscopiello,Pc,70-1769929,12673.89,18.7499944521785,2019,9,Thursday
Luxembourg,72002.26,56996.99,2019-01-17,Appliances,Mcglynn-Prosacco,Ilsa Kob,Jocelyn Laurentino,Pc,65-0414599,15005.2699999999,20.8399986333762,2019,1,Thursday
France,159926.16,126453.61,2020-12-09,Beauty,Mcglynn-Prosacco,Othello Bowes,Ora Grennan,Mobile,44-0517932,33472.55,20.9300029463597,2020,12,Wednesday
France,65193.88,53113.45,2019-04-10,Beauty,Friesen And Sons,Othello Bowes,Maighdiln Upcraft,Pc,74-1131921,12080.43,18.5300061907651,2019,4,Wednesday
Portugal,105374.44,89779.02,2020-02-18,Electronics,Stehr Llc,Celine Tumasian,Brynn Dempster,Pc,74-8625042,15595.4199999999,14.8000027331106,2020,2,Tuesday
Uk,83097.4,68148.18,2019-03-22,Clothing,Corwin And Sons,Jessamine Apark,Jay Morefield,Tablet,36-0185776,14949.22,17.9899972802999,2019,3,Friday
Sweden,139682.07,113212.32,2020-01-18,Games,Tromp Llc,Maxie Marrow,Anita Woakes,Pc,98-4157323,26469.75,18.9499983784604,2020,1,Saturday
France,81095.39,64316.75,2020-08-09,Games,"Murray, Reichel And Nolan",Othello Bowes,Avrit Chanders,Pc,36-8783637,16778.64,20.6900046969377,2020,8,Sunday
Bulgaria,91108.56,74089.48,2020-06-24,Appliances,Stehr Llc,Charil Alpe,Shermy Mcgready,Pc,34-0286364,17019.08,18.6800010888109,2020,6,Wednesday
Luxembourg,47182.43,40576.89,2020-02-21,Smartphones,Kirlin And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,82-0533747,6605.54,13.9999995761133,2020,2,Friday
Finland,161984.91,138237.92,2020-08-06,Appliances,Romaguera-Dietrich,Hube Corey,Mellicent Mattys,Pc,59-9184649,23746.9899999999,14.6600013544471,2020,8,Thursday
Sweden,116548.17,92119.67,2020-05-05,Clothing,Johns And Sons,Maxie Marrow,Anita Woakes,Pc,03-3136289,24428.5,20.9600030613951,2020,5,Tuesday
Portugal,138764.6,111414.1,2020-10-05,Appliances,Johns And Sons,Celine Tumasian,Brynn Dempster,Pc,79-6676714,27350.5,19.7099980830845,2020,10,Monday
France,148405.47,128845.63,2019-10-27,Electronics,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,82-1082124,19559.8399999999,13.1799993625571,2019,10,Sunday
Netherlands,138249.77,120277.3,2019-09-08,Games,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,Pc,79-1331359,17972.4699999999,12.9999999276671,2019,9,Sunday
Portugal,115718.87,100640.7,2019-04-24,Electronics,Hilll-Vandervort,Celine Tumasian,Aurelie Wren,Pc,84-7042200,15078.1699999999,13.0300010706983,2019,4,Wednesday
Portugal,194326.7,169005.93,2019-07-07,Books,Johns And Sons,Celine Tumasian,Hortense Gerring,Mobile,42-5303223,25320.77,13.0300005094513,2019,7,Sunday
France,38648.72,32368.3,2020-04-12,Beauty,"Leffler, Prohaska And Streich",Othello Bowes,Crysta Halls,Tablet,04-6732680,6280.42,16.2500077622234,2020,4,Sunday
Sweden,58010.14,46089.06,2019-11-09,Appliances,"Bashirian, Okuneva And Bechtelar",Maxie Marrow,Tarrah Castelletti,Pc,84-9167618,11921.08,20.5499935011361,2019,11,Saturday
France,82697.53,69548.62,2020-12-08,Games,Kihn Inc,Othello Bowes,Avrit Chanders,Pc,47-5319780,13148.91,15.9000033011868,2020,12,Tuesday
Sweden,68086.96,58759.05,2019-11-26,Electronics,Stamm-Zulauf,Maxie Marrow,Tarrah Castelletti,Pc,20-1013432,9327.91,13.6999948301407,2019,11,Tuesday
Bulgaria,111106.06,93195.76,2020-11-11,Games,"Hermiston, Simonis And Wisoky",Charil Alpe,Bernadine Fullagar,Pc,87-5540520,17910.3,16.1200028153279,2020,11,Wednesday
Portugal,227830.33,182173.13,2020-10-06,Books,O'Connell-Mitchell,Celine Tumasian,Aurelie Wren,Pc,59-3526945,45657.1999999999,20.0400008199083,2020,10,Tuesday
France,87355.7,74584.3,2019-03-02,Smartphones,Smith Group,Othello Bowes,Crysta Halls,Pc,33-4706706,12771.3999999999,14.6199961765517,2019,3,Saturday
France,164267.72,139069.05,2020-08-10,Appliances,Hilll-Vandervort,Othello Bowes,Crysta Halls,Pc,51-9052860,25198.67,15.3400010665516,2020,8,Monday
Uk,92179.76,74794.66,2020-07-25,Beauty,"Dickinson, Hyatt And Berge",Jessamine Apark,Jay Morefield,Tablet,99-9021526,17385.0999999999,18.8599970318863,2020,7,Saturday
Sweden,124093.76,105231.51,2019-10-15,Electronics,Armstrong-Little,Maxie Marrow,Anita Woakes,Pc,87-0122224,18862.25,15.1999987751197,2019,10,Tuesday
Uk,66391.58,52635.24,2019-04-12,Clothing,Friesen And Sons,Jessamine Apark,Winny Agnolo,Mobile,88-1711226,13756.34,20.7200069647386,2019,4,Friday
France,197471.1,162577.96,2019-06-28,Appliances,Johns And Sons,Othello Bowes,Crysta Halls,Pc,59-5711012,34893.14,17.6699982934211,2019,6,Friday
Uk,122627.2,100284.52,2019-12-05,Clothing,Wiza And Sons,Jessamine Apark,Winny Agnolo,Pc,65-0792739,22342.6799999999,18.2200033923958,2019,12,Thursday
Uk,159052.7,127926.09,2019-01-06,Games,Stamm Inc,Jessamine Apark,Genevra Charrisson,Pc,75-7245546,31126.61,19.5699978686309,2019,1,Sunday
Portugal,85515.6,67959.25,2019-10-13,Games,Larkin-Collier,Celine Tumasian,Brynn Dempster,Pc,05-0243828,17556.35,20.5299968660688,2019,10,Sunday
Portugal,42847.46,34757.86,2020-10-22,Accessories,Morissette Group,Celine Tumasian,Aurelie Wren,Pc,14-9919657,8089.59999999999,18.8799989544304,2020,10,Thursday
France,125499.82,100977.16,2019-08-04,Beauty,"Spencer, Rogahn And Muller",Othello Bowes,Ora Grennan,Pc,47-9191500,24522.66,19.5399961529825,2019,8,Sunday
Finland,222379.49,192869.73,2019-10-07,Beauty,Labadie And Sons,Hube Corey,Mellicent Mattys,Mobile,51-3543971,29509.7599999999,13.2700007541162,2019,10,Monday
Portugal,85390.17,74400.46,2019-01-25,Electronics,Stamm-Zulauf,Celine Tumasian,Brynn Dempster,Pc,14-4225824,10989.7099999999,12.8699942862275,2019,1,Friday
Portugal,97514.7,80790.93,2020-12-02,Appliances,Tillman And Sons,Celine Tumasian,Hortense Gerring,Pc,88-1349718,16723.77,17.1499989232392,2020,12,Wednesday
Uk,87321.89,69254.99,2019-01-17,Electronics,Tillman And Sons,Jessamine Apark,Winny Agnolo,Mobile,62-5120016,18066.8999999999,20.6900010982355,2019,1,Thursday
Sweden,205059.8,173029.46,2020-06-23,Electronics,Stehr-Bogan,Maxie Marrow,Caro Morfield,Pc,19-4538571,32030.3399999999,15.6199996293764,2020,6,Tuesday
Portugal,105833.52,85312.4,2019-03-20,Smartphones,Mcglynn-Prosacco,Celine Tumasian,Corene Shirer,Pc,01-1212783,20521.12,19.3900004459834,2019,3,Wednesday
France,40043.11,35109.8,2020-07-09,Appliances,Romaguera-Haley,Othello Bowes,Ora Grennan,Pc,58-8728288,4933.30999999999,12.3199971231005,2020,7,Thursday
Portugal,57859.08,47756.88,2019-08-12,Books,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Mobile,95-2190016,10102.2,17.4600080056578,2019,8,Monday
France,132235.46,114132.43,2020-01-06,Books,"Zieme, Bailey And Herzog",Othello Bowes,Ora Grennan,Pc,95-4388709,18103.03,13.6899966166412,2020,1,Monday
Uk,33724.53,26770.53,2020-01-30,Beauty,Gorczany-Lehner,Jessamine Apark,Winny Agnolo,Mobile,57-8678621,6954.0,20.6200056753941,2020,1,Thursday
Ireland,36070.76,29339.96,2019-05-17,Other,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,Mobile,22-4278602,6730.8,18.659989420794,2019,5,Friday
Sweden,39457.34,32793.0,2020-10-20,Beauty,Morissette Group,Maxie Marrow,Anita Woakes,Pc,98-3280428,6664.33999999999,16.8899880225073,2020,10,Tuesday
Italy,38536.92,32001.06,2020-05-28,Books,"Spencer, Rogahn And Muller",Piggy Roscrigg,Joshua Prevost,Mobile,61-4366487,6535.85999999999,16.9599957651,2020,5,Thursday
France,173829.96,149824.04,2019-09-23,Beauty,Dibbert Inc,Othello Bowes,Amelina Piscopiello,Pc,55-2128150,24005.9199999999,13.8100014519936,2019,9,Monday
Portugal,37521.39,29701.93,2020-01-18,Beauty,Friesen-Rath,Celine Tumasian,Hortense Gerring,Pc,60-0610487,7819.45999999999,20.8400061938003,2020,1,Saturday
Portugal,119409.43,102656.29,2019-06-25,Electronics,"Spencer, Rogahn And Muller",Celine Tumasian,Hortense Gerring,Pc,02-9253490,16753.14,14.0299974633494,2019,6,Tuesday
Denmark,248261.86,206727.65,2019-12-22,Smartphones,Gleichner-Green,Modestia Byfford,Case Desorts,Pc,65-2343846,41534.2099999999,16.730000331102,2019,12,Sunday
Uk,96669.92,76475.57,2020-12-27,Appliances,Johns And Sons,Jessamine Apark,Winny Agnolo,Mobile,20-0499139,20194.3499999999,20.8900038398707,2020,12,Sunday
France,264149.91,208757.67,2020-12-20,Smartphones,"Schmitt, Purdy And Johnson",Othello Bowes,Avrit Chanders,Pc,32-3994860,55392.2399999999,20.9700014662128,2020,12,Sunday
Portugal,216863.04,175355.45,2019-07-24,Beauty,"Dickinson, Hyatt And Berge",Celine Tumasian,Corene Shirer,Tablet,72-7973717,41507.59,19.1400019108834,2019,7,Wednesday
France,140943.88,120633.87,2020-05-28,Appliances,Armstrong-Little,Othello Bowes,Avrit Chanders,Tablet,77-0650807,20310.01,14.409997794867,2020,5,Thursday
Luxembourg,82525.61,68446.74,2019-01-03,Clothing,Johns And Sons,Ilsa Kob,Jocelyn Laurentino,Pc,34-5150360,14078.8699999999,17.0600011317698,2019,1,Thursday
Portugal,19622.59,17148.18,2020-06-03,Clothing,"Fisher, Morar And Skiles",Celine Tumasian,Aurelie Wren,Pc,73-4726386,2474.41,12.6100071397302,2020,6,Wednesday
Sweden,263713.12,216165.64,2020-06-30,Electronics,"Schmitt, Purdy And Johnson",Maxie Marrow,Tarrah Castelletti,Pc,78-6165949,47547.4799999999,18.0300016927485,2020,6,Tuesday
Portugal,284298.56,229656.38,2020-03-07,Clothing,Stehr Llc,Celine Tumasian,Corene Shirer,Pc,74-0191565,54642.1799999999,19.2199988631669,2020,3,Saturday
Sweden,98320.37,77722.25,2020-08-23,Games,Konopelski Llc,Maxie Marrow,Tarrah Castelletti,Tablet,02-3364199,20598.1199999999,20.9500025274518,2020,8,Sunday
Uk,128112.26,104975.19,2020-09-12,Books,Hessel-Stiedemann,Jessamine Apark,Jay Morefield,Pc,39-8642490,23137.0699999999,18.0599967559701,2020,9,Saturday
France,110878.97,90588.12,2020-06-02,Appliances,Konopelski Llc,Othello Bowes,Amelina Piscopiello,Pc,50-8357453,20290.85,18.2999986381547,2020,6,Tuesday
Sweden,66225.71,52437.52,2020-05-09,Books,Larkin-Collier,Maxie Marrow,Alyosha Meah,Pc,68-6900528,13788.19,20.819995738815,2020,5,Saturday
Uk,73727.91,64047.44,2020-11-10,Books,Romaguera-Haley,Jessamine Apark,Winny Agnolo,Pc,92-5154775,9680.47,13.1299937839008,2020,11,Tuesday
Denmark,22164.96,17938.1,2019-03-14,Books,Wyman Group,Modestia Byfford,Case Desorts,Pc,60-7777080,4226.86,19.0700096007391,2019,3,Thursday
France,151855.04,129486.79,2019-01-16,Electronics,Considine-Fisher,Othello Bowes,Amelina Piscopiello,Pc,54-1473475,22368.25,14.7300017174273,2019,1,Wednesday
Finland,106115.85,93063.6,2020-02-15,Electronics,Johns And Sons,Hube Corey,Mellicent Mattys,Tablet,51-4531731,13052.25,12.3000004240648,2020,2,Saturday
France,89369.0,72889.36,2020-02-01,Smartphones,"Swaniawski, Runolfsson And Green",Othello Bowes,Ora Grennan,Pc,20-6735303,16479.64,18.4399959717575,2020,2,Saturday
Sweden,106076.67,84765.87,2019-10-10,Electronics,Romaguera-Haley,Maxie Marrow,Madelon Bront,Mobile,97-5858605,21310.8,20.0899971690287,2019,10,Thursday
Netherlands,23290.84,19147.4,2019-02-25,Electronics,Konopelski Llc,Denice Amberg,Nero Harbisher,Pc,02-2183787,4143.43999999999,17.7899981280194,2019,2,Monday
France,83340.04,73264.23,2020-05-18,Clothing,Johns And Sons,Othello Bowes,Amelina Piscopiello,Pc,65-5818172,10075.8099999999,12.0899989968807,2020,5,Monday
Denmark,39287.29,31708.77,2019-03-15,Games,Tillman And Sons,Modestia Byfford,Cobby Andersen,Pc,03-8586261,7578.52,19.2900044772749,2019,3,Friday
Bulgaria,124611.61,107776.58,2020-09-19,Electronics,Wiza And Sons,Charil Alpe,Shermy Mcgready,Pc,86-0928074,16835.03,13.5100011949127,2020,9,Saturday
France,147055.1,126114.45,2019-04-15,Games,Friesen-Rath,Othello Bowes,Crysta Halls,Pc,77-1100434,20940.65,14.2400025568647,2019,4,Monday
Ireland,130242.41,113050.41,2020-12-30,Smartphones,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,70-7426559,17192.0,13.2000014434622,2020,12,Wednesday
France,34771.79,28509.39,2020-03-19,Smartphones,"Rowe, Hermiston And Kessler",Othello Bowes,Maighdiln Upcraft,Pc,45-5963143,6262.4,18.0100017859304,2020,3,Thursday
Portugal,201573.23,166116.5,2019-05-12,Games,Schuster Inc,Celine Tumasian,Corene Shirer,Mobile,94-3590580,35456.73,17.589999426015,2019,5,Sunday
Sweden,71119.23,59220.98,2019-09-03,Books,Johns And Sons,Maxie Marrow,Alyosha Meah,Pc,52-5981325,11898.2499999999,16.7300039665783,2019,9,Tuesday
Portugal,115538.34,99686.48,2020-01-28,Games,Larkin-Collier,Celine Tumasian,Smitty Culverhouse,Pc,74-7472724,15851.86,13.7199997853526,2020,1,Tuesday
Portugal,144237.38,116111.09,2020-05-11,Books,Johns And Sons,Celine Tumasian,Hortense Gerring,Pc,03-3965480,28126.29,19.5000006239714,2020,5,Monday
Uk,91561.49,78266.76,2019-03-25,Books,Armstrong-Little,Jessamine Apark,Winny Agnolo,Pc,64-4188827,13294.73,14.5200018042519,2019,3,Monday
Sweden,233858.47,185543.31,2020-02-06,Beauty,Romaguera-Dietrich,Maxie Marrow,Alyosha Meah,Pc,66-5572109,48315.16,20.6600000419056,2020,2,Thursday
Uk,256388.08,212058.58,2019-05-12,Appliances,Tromp Llc,Jessamine Apark,Jay Morefield,Mobile,44-2994974,44329.5,17.2900003775526,2019,5,Sunday
Uk,125099.05,108473.39,2020-05-03,Books,Dibbert Inc,Jessamine Apark,Genevra Charrisson,Pc,30-7981953,16625.66,13.2899970063721,2020,5,Sunday
Uk,121246.32,104005.09,2020-05-30,Books,Altenwerth-Konopelski,Jessamine Apark,Winny Agnolo,Pc,82-9740062,17241.23,14.220002718433,2020,5,Saturday
Finland,28538.19,24970.92,2019-05-27,Games,Hilll-Vandervort,Hube Corey,Wat Bowkley,Pc,28-7069317,3567.27,12.4999868597132,2019,5,Monday
France,89930.18,78005.44,2020-03-26,Other,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,Pc,65-0441590,11924.7399999999,13.259997922833,2020,3,Thursday
Sweden,170457.8,142809.54,2020-08-14,Accessories,"Shanahan, Schaden And Parker",Maxie Marrow,Anita Woakes,Pc,60-1991659,27648.2599999999,16.2200028394124,2020,8,Friday
Uk,166380.74,146049.01,2020-06-23,Smartphones,Labadie And Sons,Jessamine Apark,Genevra Charrisson,Pc,15-2948501,20331.7299999999,12.220002146883,2020,6,Tuesday
France,116328.75,93365.45,2019-09-27,Appliances,"Schowalter, Lesch And Beahan",Othello Bowes,Crysta Halls,Pc,02-6830973,22963.3,19.7400040832554,2019,9,Friday
Germany,230765.62,195435.4,2019-07-18,Beauty,Johns And Sons,Rickard Doogood,Casie Macbain,Pc,70-0112393,35330.22,15.3100015504909,2019,7,Thursday
Portugal,152442.32,122258.74,2020-06-10,Electronics,Johns And Sons,Celine Tumasian,Aurelie Wren,Pc,04-6161825,30183.58,19.8000004198309,2020,6,Wednesday
Sweden,325331.99,264592.51,2019-12-23,Games,Altenwerth-Konopelski,Maxie Marrow,Caro Morfield,Mobile,57-4142025,60739.4799999999,18.6699992214107,2019,12,Monday
Uk,56768.43,47384.61,2019-04-22,Games,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,84-9254695,9383.82,16.5299973946787,2019,4,Monday
Portugal,147895.45,120416.48,2019-01-07,Clothing,Wisoky Inc,Celine Tumasian,Hortense Gerring,Mobile,17-1884075,27478.97,18.5799968829331,2019,1,Monday
Ireland,57107.26,48232.79,2020-02-13,Outdoors,Altenwerth-Konopelski,Glenine Suttaby,Bunnie Tonbridge,Mobile,49-6263811,8874.47,15.5400031449591,2020,2,Thursday
France,85337.78,72306.7,2020-04-02,Appliances,"Lubowitz, Mclaughlin And Erdman",Othello Bowes,Crysta Halls,Mobile,78-6287811,13031.08,15.270001164783,2020,4,Thursday
France,162199.24,130878.57,2020-06-22,Appliances,West-Cummings,Othello Bowes,Avrit Chanders,Pc,75-1807214,31320.6699999999,19.3099979999906,2020,6,Monday
Sweden,128208.95,111746.92,2020-07-31,Appliances,Dibbert Inc,Maxie Marrow,Alyosha Meah,Pc,72-1300449,16462.03,12.8400006395809,2020,7,Friday
Germany,86669.23,71580.12,2020-03-18,Appliances,Hessel-Stiedemann,Rickard Doogood,Casie Macbain,Pc,22-4332301,15089.11,17.4099966043312,2020,3,Wednesday
Ireland,117288.29,94546.09,2019-04-07,Clothing,Johns And Sons,Glenine Suttaby,Palm Wetherald,Pc,42-2477150,22742.1999999999,19.3900004851294,2019,4,Sunday
France,57292.84,45908.75,2019-03-10,Electronics,"Zieme, Bailey And Herzog",Othello Bowes,Ora Grennan,Pc,18-5234470,11384.0899999999,19.8700046986674,2019,3,Sunday
Portugal,110441.89,90970.98,2020-04-01,Beauty,"Heaney, Gulgowski And Kshlerin",Celine Tumasian,Hortense Gerring,Tablet,74-4541594,19470.91,17.6300043398388,2020,4,Wednesday
Uk,53801.73,46785.98,2019-09-28,Games,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,16-6855831,7015.75,13.040008193045,2019,9,Saturday
Uk,308763.51,245714.0,2020-04-12,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,Pc,46-5327740,63049.51,20.4200004074315,2020,4,Sunday
Portugal,87409.49,70548.2,2020-11-29,Games,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,Pc,06-4416964,16861.29,19.2899992895508,2020,11,Sunday
Denmark,31936.44,27708.06,2020-09-17,Books,"Hartmann, Hane And Pfannerstill",Modestia Byfford,Cobby Andersen,Pc,46-6076582,4228.37999999999,13.2399854210425,2020,9,Thursday
Sweden,45463.65,36907.39,2020-08-29,Clothing,Schuster Inc,Maxie Marrow,Alyosha Meah,Pc,38-1449694,8556.26,18.8200023535285,2020,8,Saturday
Sweden,112909.4,93940.62,2019-04-25,Clothing,Johns And Sons,Maxie Marrow,Madelon Bront,Pc,39-3557596,18968.78,16.8000007085326,2019,4,Thursday
Portugal,126346.44,103970.49,2019-08-04,Smartphones,Johns And Sons,Celine Tumasian,Corene Shirer,Pc,26-9990483,22375.9499999999,17.7099964193688,2019,8,Sunday
Portugal,109713.84,95769.21,2020-07-05,Smartphones,"Bashirian, Okuneva And Bechtelar",Celine Tumasian,Aurelie Wren,Pc,31-7075495,13944.6299999999,12.7100008531284,2020,7,Sunday
Netherlands,200472.46,170181.07,2020-06-19,Electronics,Wiza And Sons,Denice Amberg,Nero Harbisher,Pc,98-5774102,30291.3899999999,15.1100006454751,2020,6,Friday
France,35214.85,27985.24,2019-03-13,Electronics,"Lueilwitz, Kerluke And Lesch",Othello Bowes,Ora Grennan,Pc,46-5580805,7229.60999999999,20.5300036774258,2019,3,Wednesday
Ireland,161630.62,133991.78,2019-04-04,Appliances,Friesen-Rath,Glenine Suttaby,Palm Wetherald,Pc,39-6568658,27638.8399999999,17.1000024624047,2019,4,Thursday
Portugal,179184.12,142433.46,2020-08-05,Appliances,"Hamill, Kulas And Roob",Celine Tumasian,Brynn Dempster,Pc,85-1464621,36750.66,20.5099983190474,2020,8,Wednesday
Sweden,80867.18,63982.11,2019-12-02,Books,Dibbert Inc,Maxie Marrow,Anita Woakes,Pc,86-6763776,16885.0699999999,20.8800034822532,2019,12,Monday
France,96613.06,79242.03,2019-04-24,Books,Johns And Sons,Othello Bowes,Ora Grennan,Pc,03-7559332,17371.03,17.9800018755228,2019,4,Wednesday
Portugal,89600.45,70811.24,2020-01-21,Games,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,Pc,36-7939842,18789.2099999999,20.9699951283726,2020,1,Tuesday
Portugal,41921.61,34773.98,2020-11-28,Games,Gislason-Stanton,Celine Tumasian,Hortense Gerring,Tablet,38-7603760,7147.62999999999,17.0499892537524,2020,11,Saturday
Uk,151012.12,126080.02,2020-08-25,Accessories,Johns And Sons,Jessamine Apark,Jay Morefield,Pc,11-5630090,24932.0999999999,16.5099993298551,2020,8,Tuesday
Portugal,112481.44,96700.29,2020-11-04,Electronics,"Dickinson, Hyatt And Berge",Celine Tumasian,Hortense Gerring,Mobile,97-6414953,15781.15,14.0300035276931,2020,11,Wednesday
France,90228.68,77966.6,2019-01-27,Electronics,Wiza And Sons,Othello Bowes,Avrit Chanders,Pc,64-9816105,12262.0799999999,13.5900026466085,2019,1,Sunday
Uk,141552.4,122994.88,2019-09-17,Beauty,"Dickinson, Hyatt And Berge",Jessamine Apark,Winny Agnolo,Pc,59-0893568,18557.5199999999,13.1100002543227,2019,9,Tuesday
Uk,29783.39,23719.49,2019-11-27,Books,"Schmitt, Purdy And Johnson",Jessamine Apark,Winny Agnolo,Pc,18-0945763,6063.89999999999,20.3600060302067,2019,11,Wednesday
Sweden,149938.71,131541.23,2020-12-24,Books,Walter Llc,Maxie Marrow,Madelon Bront,Pc,26-1771681,18397.4799999999,12.2700001887437,2020,12,Thursday
Sweden,103839.74,90683.24,2020-08-23,Books,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,Pc,57-6427586,13156.5,12.6700047592569,2020,8,Sunday
Portugal,30550.32,25457.58,2019-05-31,Beauty,"Farrell, Swaniawski And Crist",Celine Tumasian,Smitty Culverhouse,Mobile,73-3910940,5092.73999999999,16.6700054205651,2019,5,Friday
Sweden,24787.65,20454.77,2019-12-02,Other,"Lueilwitz, Kerluke And Lesch",Maxie Marrow,Caro Morfield,Pc,34-8728117,4332.88,17.4799950781941,2019,12,Monday
France,122468.33,103032.61,2020-08-09,Electronics,Johns And Sons,Othello Bowes,Avrit Chanders,Mobile,53-7680732,19435.72,15.869996757529,2020,8,Sunday
Sweden,137026.71,120117.61,2020-08-26,Smartphones,Mcglynn-Bergstrom,Maxie Marrow,Anita Woakes,Pc,86-6380587,16909.0999999999,12.3400029089219,2020,8,Wednesday
Finland,132246.48,106841.93,2019-02-01,Games,Friesen-Rath,Hube Corey,Mellicent Mattys,Pc,95-1862126,25404.55,19.2100009013472,2019,2,Friday
Portugal,111551.96,89420.05,2020-06-01,Clothing,Wunsch Llc,Celine Tumasian,Aurelie Wren,Pc,41-6241712,22131.91,19.8400010183595,2020,6,Monday
France,127946.33,111850.68,2019-09-09,Beauty,"Hamill, Kulas And Roob",Othello Bowes,Crysta Halls,Pc,32-3418936,16095.65,12.58000131774,2019,9,Monday
Sweden,78679.6,62416.53,2019-12-10,Games,Stehr Llc,Maxie Marrow,Tarrah Castelletti,Pc,10-1511807,16263.07,20.6699957803547,2019,12,Tuesday
Uk,86071.63,71198.45,2019-11-13,Electronics,Gislason-Stanton,Jessamine Apark,Genevra Charrisson,Tablet,66-6360568,14873.18,17.2800027140185,2019,11,Wednesday
Portugal,134120.38,105981.92,2020-04-30,Games,Mcglynn-Bergstrom,Celine Tumasian,Brynn Dempster,Pc,63-4386955,28138.46,20.9800031881806,2020,4,Thursday
Spain,77855.47,63545.63,2019-08-13,Outdoors,Goldner-Dibbert,Emalia Dinse,Bertha Walbrook,Pc,77-3226391,14309.84,18.3800059263658,2019,8,Tuesday
Uk,176080.36,153401.21,2019-11-13,Beauty,Tillman And Sons,Jessamine Apark,Jay Morefield,Pc,74-9554997,22679.1499999999,12.8799997910045,2019,11,Wednesday
Portugal,159514.03,138872.91,2020-09-23,Clothing,Hessel-Stiedemann,Celine Tumasian,Aurelie Wren,Pc,37-0756560,20641.1199999999,12.9400028323527,2020,9,Wednesday
France,238850.25,199607.15,2019-06-30,Appliances,"Rowe, Hermiston And Kessler",Othello Bowes,Ora Grennan,Pc,19-9649739,39243.1,16.430001643289,2019,6,Sunday
Sweden,240940.97,195138.09,2019-12-27,Accessories,Wunsch Llc,Maxie Marrow,Tarrah Castelletti,Pc,91-4735064,45802.88,19.0100006653081,2019,12,Friday
Denmark,109892.92,89441.85,2020-06-05,Books,"Lubowitz, Mclaughlin And Erdman",Modestia Byfford,Cobby Andersen,Pc,82-1337530,20451.0699999999,18.6099978051361,2020,6,Friday
Germany,86704.08,75380.53,2020-05-10,Books,Tillman And Sons,Rickard Doogood,Casie Macbain,Pc,39-3209780,11323.55,13.0599967152641,2020,5,Sunday
Ireland,292124.64,245822.88,2019-09-12,Beauty,"Christiansen, Donnelly And Bechtelar",Glenine Suttaby,Palm Wetherald,Pc,18-0483044,46301.76,15.8500015609775,2019,9,Thursday
